distance_m,maxSpeed_km_per_h,trafficSpeed_km_per_h,baseSpeed_km_per_h,road,road_number,actions,road_type
1,32.00000148,22.999999680000002,22.999999680000002,Ennismore Gardens Mews,,,Local
53,32.00000148,22.999999680000002,22.999999680000002,Ennismore Gardens Mews,,turn (left),Local
54,32.00000148,22.999999680000002,22.999999680000002,Princes Gardens,,,Local
239,32.00000148,22.999999680000002,22.999999680000002,Princes Gardens,,turn (right),Local
240,32.00000148,22.999999680000002,22.999999680000002,Exhibition Road,,,Local
454,32.00000148,22.999999680000002,22.999999680000002,Exhibition Road,,turn (left),Local
455,32.00000148,28.00000116,30.000002400000003,Kensington Road,A315,,Local
480,32.00000148,34.00000092,35.00000028,Kensington Road,A315,,Local
513,32.00000148,33.0000012,36.0,Kensington Road,A315,,Local
556,32.00000148,30.000002400000003,35.00000028,Kensington Road,A315,,Local
618,32.00000148,34.00000092,35.00000028,Kensington Road,A315,,Local
628,32.00000148,32.00000148,35.00000028,Kensington Road,A315,,Local
658,32.00000148,33.0000012,36.99999972,Kensington Road,A315,,Local
704,32.00000148,34.00000092,36.0,Kensington Road,A315,,Local
801,32.00000148,31.000001759999996,31.000001759999996,Kensington Road,A315,,Local
824,32.00000148,27.0,27.0,Kensington Road,A315,,Local
848,32.00000148,27.0,27.0,Kensington Road,A315,turn (left),Local
849,32.00000148,30.000002400000003,30.000002400000003,Queen's Gate,,,Local
1006,32.00000148,33.0000012,35.00000028,Queen's Gate,,,Local
1051,32.00000148,32.00000148,32.00000148,Queen's Gate,,,Local
1140,32.00000148,34.00000092,35.00000028,Queen's Gate,,,Local
1155,32.00000148,34.00000092,34.00000092,Queen's Gate,,,Local
1243,32.00000148,34.00000092,35.00000028,Queen's Gate,,,Local
1263,32.00000148,32.00000148,34.00000092,Queen's Gate,,,Local
1342,32.00000148,34.00000092,35.00000028,Queen's Gate,,,Local
1362,32.00000148,35.00000028,36.99999972,Queen's Gate,,,Local
1397,32.00000148,28.999999080000002,28.999999080000002,Queen's Gate,,,Local
1496,32.00000148,12.000000600000002,12.000000600000002,Queen's Gate,,,Local
1521,32.00000148,20.000000879999998,20.000000879999998,Queen's Gate,,,Local
1535,32.00000148,20.000000879999998,20.000000879999998,Queen's Gate,,turn (right),Local
1536,32.00000148,32.00000148,32.00000148,Cromwell Road,A4,,Trunk
1591,32.00000148,36.0,38.00000268,Cromwell Road,A4,,Trunk
1608,32.00000148,35.00000028,36.0,Cromwell Road,A4,,Trunk
1616,32.00000148,38.00000268,36.99999972,Cromwell Road,A4,,Trunk
1633,32.00000148,38.00000268,38.00000268,Cromwell Road,A4,,Trunk
1680,32.00000148,32.00000148,32.00000148,Cromwell Road,A4,,Trunk
1741,32.00000148,22.00000032,24.000001200000003,Cromwell Road,A4,,Trunk
1770,32.00000148,20.000000879999998,19.00000116,Cromwell Road,A4,,Trunk
1780,32.00000148,19.00000116,19.00000116,Cromwell Road,A4,,Trunk
1808,32.00000148,28.00000116,30.000002400000003,Cromwell Road,A4,,Trunk
1831,32.00000148,32.00000148,32.00000148,Cromwell Road,A4,,Trunk
1853,32.00000148,33.0000012,34.00000092,Cromwell Road,A4,,Trunk
1909,32.00000148,26.000000280000002,26.000000280000002,Cromwell Road,A4,,Trunk
1944,32.00000148,33.0000012,33.0000012,Cromwell Road,A4,,Trunk
1956,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
1972,32.00000148,28.999999080000002,28.999999080000002,Cromwell Road,A4,,Trunk
2028,32.00000148,38.00000268,38.00000268,Cromwell Road,A4,,Trunk
2052,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2121,32.00000148,21.0000006,21.0000006,Cromwell Road,A4,,Trunk
2202,32.00000148,30.000002400000003,32.00000148,Cromwell Road,A4,,Trunk
2217,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2277,32.00000148,31.000001759999996,31.000001759999996,Cromwell Road,A4,,Trunk
2346,32.00000148,27.0,27.0,Cromwell Road,A4,,Trunk
2389,32.00000148,30.000002400000003,30.000002400000003,Cromwell Road,A4,,Trunk
2460,32.00000148,28.999999080000002,28.999999080000002,Cromwell Road,A4,,Trunk
2490,32.00000148,33.0000012,33.0000012,Cromwell Road,A4,,Trunk
2520,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2569,32.00000148,33.0000012,33.0000012,Cromwell Road,A4,,Trunk
2598,32.00000148,27.0,27.0,Cromwell Road,A4,,Trunk
